name,ascencion_document_number,ascencion_document_date,ascencion_year,photo_url,birth_date,birth_place,death_date,death_place,burial_place,description
Mr.Kasman Singodimedjo ,No Sk 123/TK/Tahun 2018,6 November 2018,2018,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/176.jpg,25 Februari 1904,null,25 Oktober 1982,null,"TPU Tanah Kusir, Jakarta","Pemersatu antara golongan Islam dan nasionalis.Kasman mendirikan Jong Islamieten Bond (JIB) pada 1925 dan menjadi ketua Umum JIB pada 1930—1935. Kasman juga aktif dalam organisasi Muhammadiyah,Pada masa pendudukan Jepang, Kasman menjadi Komandan PETA Jakarta, dan setelah proklamasi Kasman diangkat menjadi anggota PPKI,Beliau dipercaya oleh Soekarno dan Hatta untuk meluluhkan hati Ki Bagus Hadikusumo supaya menerima usulan penghapusan tujuh kata terkait syariat Islam. Sebab, muncul penolakan dari perwakilan Indonesia bagian timur jika tujuh kata tersebut tetap dipertahankan.Ia menjadi pionir banyak lembaga baru Republik ini saat baru berdiri. Beliau adalah ketua KNIP (parlemen) pertama, Jaksa Agung Kedua yang memelopori pembenahan organisasi Kejaksaan Agung, pemimpin Badan Keamanan Rakyat, serta memelopori pembentukan Tentara Keamanan Rakyat sebagai cikal bakal TNI,Kasman juga pernah menjabat sebagai Menteri Muda Kehakiman dalam Kabinet Amir Sjafruddin II dari November 1947 hingga Januari 1948. Ia turut aktif di dunia politik Indonesia bersama Partai Masyumi dan menjadi anggota Dewan Konstituante dari partai ini pada 1955."
Ir.Pangeran Mohammad Noor ,No Sk 123/TK/Tahun 2018,6 November 2018,2018,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/177.jpg,24 Juni 1901,null,15 Januari 1979,Banjar,"Komp.makam Sultan Adam, Martapura, banjar, Kalsel","Ia ikut terlibat menjadi anggota Jong Islamieten Bond. Sebuah organisasi kepemudaan yang ikut berjuang menyatukan gerakan pemuda yang masih berbeda-beda visinya menjadi satu visi, yaitu: Indonesia merdeka.Pada 20 Oktober 1945 ia berperan dalam pembentukan pasukan MN 1001. Namanya menjadi sebutan abadi pasukan MN 1001 (Mohammad Noor, seribu satu).Pangeran M. Noor menjadi gubernur Kalimantan yang berkedudukan di Yogyakarata, ia melakukan pelatihan militer kepada para pemuda Kalimantan untuk kemudian diterjunkan ke medan perang menghadapi Belanda di Kalimantan.Pangeran Mohammad Noor melakukan perkejaan yang banyak membawa kemajuan pembangunan di Kalimantan secara keseluruhan dan khususnya Kalimantan Selatan.Pangeran Mohammad Noor adalah Pemrakarsa gagasan Proyek Sungai Barito (Barito River Project). Ia merampungkan pembangunan PLTA Riam Kanan di Kabupaten Banjar.Ia juga pemrakarsa Proyek Pasang Surut untuk meningkatkan usaha transmigrasi di Trans Sumatra Waterway dan Kalimantan Coastal Canal.Pangeran Mohammad Noor merupakan Pemrakarsa proyek perluasan persawahan Pasang Surut. Sejak tahun 1974 proyek ini masuk ke dalam program pemerintah."
Ibu Agung Hajjah Andi Depu ,No Sk 123/TK/Tahun 2018,6 November 2018,2018,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/178.jpg,19 Agustus 1908,null,18 Juni 1985,Makassar,"TMPN Panaikang, Makassar, Sulawesi Selatan","Sejak remaja Hj. Andi Depu telah aktif di dalam organisasi kepemudaan dan kemasyarakatan.Pada tahun 1940 sebagai penyokong perkumpulan JIB (Jong Islamiten Bond) disebut juga Perhimpunan Pemuda yang merupakan organisasi perhimpunan pemuda dan pelajar Islam Hindia Belanda. di daerah Mandar.Hj. Andi Depu sebagai tokoh bangsawan memperkenalkan bendera nasional merah putih diwilayah Mandar tahun 1942 pada saat diadakan rapat Raksasa peringatan Hari Sumpah Pemuda di Tinambung.Pada tahun 1944 Hj. Andi Depu mendirikan organisasi Fujinkai, suatu wadah gerakan yang melibatkan wanita, sebagai tempat pelatihan dan penggodokan semangat juang wanita Mandar untuk ikut berperan dalam merebut kemerdekaan Indonesia.Pada tahun 1945, ia menyebarkan berita kemrdekaan Indonesia di Mandar, sejak itu banyak bendera merah putih dikibarkan oleh masyarakat Mandar.Beberapa kali terlibat pertempuran dan sempat ditahan Belanda. Ia juga dinobatkan sebagai pemimpin Kerajaan Balanipa ke-52.Pada tahun 1952 ia turut mengambil bagian untuk membubarkan Negara Indonesia Timur (NIT) bentukan Belanda."
Brigjen K H Syamun ,No Sk 123/TK/Tahun 2018,6 November 2018,2018,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/179.jpg,5 April 1894,"Citangkil Cilegon Banten",2 Maret 1949,Gunung Cacaban,Desa Kamasan Kecamatan Cinangka Kabupaten Serang,"Brigjen K.H. Syam’un merupakan pahlawan yang berandil besar dalam mewujudkan NKRI sebagai negara yang berdaulat.Brigjen K.H. Syam’un pada masa revolusi kemerdekaan di Banten berhasil menumpas Gerakan Dewan Rakyat Banten, yang didalangi komunis dibawh pimpinan  Tje Mamat atau Mohamad Mansur. Penumpasn ini berhasil meyakinkan rakyat Banten untuk tetap bergabung dengan NKRI.Brigjen  K.H.  Syam’un  merupakan  kiai atau ulama yang tidak sekadar berada di pondok pesantren, tetapi juga secara nyata berjuang mengangkat senjata untuk mengusir penjajah. perjuangan militer dilakukan dengan bergabungnya Brigjen K.H. Syam’un dalam pasukan yang dibentuk Jepang, yakni Pembela Tanah Air (PETA) pada periode 1942-1945 sebagai komandan batalyon (daidancho). Setelah tentara Jepang  menyerah  pada Sekutu,Brigjen K.H. Syam’un menjadi Komandan Badan Keamanan Rakyat (BKR) Karisidenan Banten.  Ketika Tentara Keamanan Rakyat (TKR) terbentuk, Brigjen K.H. Syam’un menjabat sebagai Panglima TKR Divisi 1000/I (Oktober 1945-Mei 1946).Brigjen K.H. Syam’un menjadi bagian dari jaringan ulama Nusantara yang menumbuhkan bibit Nasionalisme. Jaringan ulama Nusantara pada masa kolonial Belanda tidak dapat  dilepaskan dari posisi strategis para ulama Banten di Timur Tengah dengan tokoh kharismatik sepanjang masa yakni Syeh Nawawi al- Bantani sebagai ulama berpengaruh."
MR. Alexander Andries Maramis ,No Sk 120/TK/ Tahun 2019,7 November 2019,2019,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/180.jpg,20 Juni 1897,"Paniki Bawah, Minahasa","31 Juli 1977",Jakarta,TMPN Utama Kalibata Jakarta,"Alexander Andries Maramis, atau dikenal dengan nama AA Maramis, adalah salah satu tokoh pejuang kemerdekaan Indonesia yang berasal dari Sulawesi Utara . AA Maramis juga merupakan keponakan Pahlawan Nasional asal Sulawesi Utara lainnya Maria Walanda Maramis. A.A Maramis pernah menjabat sebagai anggota Badan Penyelidik Usaha Kemerdekaan Indonesia (BPUPKI) yang dibentuk pada 1 Maret 1945. Dalam badan ini , Maramis termasuk dalam Panitia Sembilan yang menghasilkan Piagam Jakarta.Semasa di Belanda, Alex aktif di dalam Perhimpoenan Indonesia (PI), suatu organisasi perkumpulan mahasiswa-mahasiswa Indonesia di negeri Belanda. Organisasi ini pada mulanya berdiri atas nama Indische Vereniging yang didirikan tahun 1908 di Belanda. Pendirinya adalah para pelajar Hindia-Belanda yang sedang belajar di negeri Belanda. Di tahun 1922.Sepulangnya ke tanah air dengan menyandang gelar Meester in de Rechten (Sarjana Hukum).  Alex Maramis larut dalam kegiatan politik di Indonesia. Ia aktif di dalam organisasi pemuda, partai politik, perkauman Kawanua sampai organisasi gerejani. Pada bulan  Maret 1933, bersama dr. Sam Ratoelangi dan dr. Toembelaka, Alex Maramis berhasil mendirikan Kerapatan Gereja Protestan Minahasa (KGPM), sebuah gereja perjuangan di Manado.Ketika Pemerintah Pendudukan Jepang membentuk  Dokuritsu Zyummbi Tyoo Sakai (BPUPKI: Badan Persiapan Pernyelidikan Usaha Kemerdekaan Indonesia), Alex Maramis diangkat menjadi salah satu anggotanya melalui Makloemat Guinseikan Nomor 23 tentang Pembentukan BPUPKI. Alex Maramis menjadi satu-satunya  orang Minahasa dalam daftar BPUPKI dan berada pada urutan  20 diantara 68 orang. 68 tokoh ini lah yang disebut  sebagai “ Founding Father”, Bapak Bangsa, Pendiri Republik Indonesia."
K.H. Masjkur ,No Sk 120/TK/ Tahun 2019,7 November 2019,2019,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/181.jpg,30 Desember 1898,"Singosari, Malang","18 Desember 1992",Jakarta,"Masjkur merupakan ulama pejuang yang menjadi pahlawan pejuang kemerdekaan yang berasal dari Malang Jawa Timur.Aktivitas organisasi Masjkur diawali dengan masuk ke study club Taswirul Afkar di Surabaya yang didirikan oleh KH. Wahab Hasbullah dan K.H. Mas Mansur.Reputasinya sebagai anggota NU, membuatnya pada masa pendudukan  Jepang, Masjkur ditunjuk menjadi salah satu tokoh yang pelatihan kepemimpinan  ulama di Cisarua.Para ulama pada tahun 1943   mengusulkan kepada pemerintah militer Jepang agar umat Islam diberi kesempatan untuk ikut membela tanah air dengan dibentuk lascar khusus.Menjelang Kemerdekaan Indonesia 17 Agustus 1945, Masjkur diangkat menjadi anggota Dokuritsyu Junbi Iin Kai (Panitia Persiapan Kemerdekaan Indonesia). Dewan ini bersidang mulai tanggal 18-22 Agustus 1945 yang menghasilkan pengesahan UUD 1945.Aktivitas beliau berlanjut menjadi anggota PPKI hingga diangkat menjadi menteri agama pada cabinet Amir Syarifudin.Kemelut  politik yang terjadi  di tingkat nasional  dan bergantinya  kabinet-kabinet be dalam waktu singkat, membuat Presiden mengambil kebijakan bahwa negara dalam keadaan darurat, sehingga Presiden membentuk Dewan Pertahanan Negara yang anggotanya terdiri dari sejumlah menteri dan pimpinan partai. Masjkur  menjadi salah satu anggota Dewan Pertahanan Negara yang mewakili  Partai Masyumi.K.H. Masjkur adalah salah seorang menteri yang lolos dari penangkapan Belanda. Ketika tentara hendak menangkapnya di rumah Terban Taman, K.H. Masjkur berhasil lolos lewat pintu belakang membawa puteranya Saiful Islam yang masih kecil, dan pergi meninggalkan Yogyakarta.Masjkur tidak terpikir bahwa ia sedang mengawali suatu perang gerilya yang berlangsung selama 7 bulan.  Masjkur bergerilya, ke timur, sampai Ponorogo, Trenggalek (Kec. Gandusari, Kec. Dongko, Kawedanan Panggul), bergabung dengan Panglima Besar Jenderal Soedirman. Pertemuan itu sering dilukiskan sebagai pertemuan dua panglima, Masjkur sebagai panglima Hizbullah/Sabilillah, dan Soedirman sebagai Panglima TNI.Selama bergerilya banyak kegiatan yang  dilakukannya, antara lain memberikan  dorongan dan  semangat kepada rakyat untuk terus berjuang melawan Belanda mempertahankan kemerdekaan, kemudian  melakukan konsolidasi jajaran Departemen Agama dan membuat kebijakan-kebijakan yang perlu dilaksanakan oleh aparatnya. Selama perang gerilya itu Masjkur menjalankan  fungsi sebagai Menteri Agama PDRI Komisariat Jawa. Moto yang mendorong keberanian K.H. Masjkur terjun di bidang militer adalah `Isy kariman au mut syahidan (Hidup mulia atau mati syahid) Moto itu pula yang ditanamkan kepada para pejuang yang bernaung di bawah panji-panji Islam."
Prof. Dr. M.Sardjito ,No Sk 120/TK/ Tahun 2019,7 November 2019,2019,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/182.jpg,13 Agustus 1889,"Magetan, Jawa Timur",1970,"Rumah Sakit Panti Rapih,Yogyakarta",Taman Makam Pahlawan Nasional  Kusumanegara,"Pada tahun 1915 sampai dengan 1942, Prof. Dr. M. Sardjito menjadi Anggota Kehormatan/pengurus Perkumpulan Dokter IndonesiaTahun 1925 Prof. Dr. M. Sardjito menjadi ketua Organisasi Pergerakan Nasional Budi UtomoSaat terjadi penyerbuan Belanda, beliau mengatur cara mendapatkan uang, bahan-bahan dan obat-obatan untuk memelihara kesehatan rakyat, tentara, dan PMI, dan juga menolong daerah Yogyakarta (Wonosari, Piyungan).Sebagai Presiden/Rektor pertama Universitas Gadjah Mada, Desember 1949-1961.  Memiliki prinsip bahwa Pendirian Universitas Gadjah Mada tidak hanya membentuk ilmuwan, melainkan juga sebagai Pejuang Kebangsaan dan Kemanusiaan.Perjuangan monumental beliau memindahkan Fakultas dan Rumah Sakit dari Klaten dan Solo ke Daerah Republik Indonesia (Yogyakarta). Karena keterbatasan fasilitas, kemudian beliau menggunakan kandang kuda Keraton yang dirubah menjadi rumah sakit. Kamar-kamar Abdi Dalem Keraton dimanfaatkan menjadi laboratorium dan pendopo Kadipaten Mangkubumen menjadi ruang kuliah. Ini menunjukkan bahwa semangat dan kreatifitas bisa mengatasi kesulitan termasuk fasilitas."
Prof. KH. Abdul Kahar Mudzakkir ,No Sk 120/TK/ Tahun 2019,7 November 2019,2019,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/183.jpg, 1907,Kota Yogyakarta,1 Desember 1973,Yogyakarta,Pemakaman Boharen Purbayan Kotagede,"Abdul Kahar Mudzakkir merupakan pahlawan kemerdekaan Indonesia dari Yogyakarta. Abdul Kahar Mudzakkir lahir di Kota Gede, Yogyakarta pada 16 April 1908 (1907).Pada  tahun 1945 terlibat aktif dalam BPUPKI dan ikut mencanangkan Piagam Jakarta. Abdul Kahar Mudzakkir adalah salah satu dari Sembilan orang anggota panitia kecil yang bertugas menentukan dasar negara Indonesia.Pada tahun 1946 berjuang melalui diplomasi untuk pengakuan kedaulatan Indonesia. Perjuangannya berbuah dengan pengakuan kemerdekaan Indonesia untuk pertama kalinya oleh Mesir pada 18 November 1946. Bung Hatta menulis bahwa kemenangan diplomasi Indonesia dimulai dari Kairo. Hatta menegaskan bahwa K.H. Abdul Kahar Mudzakkir adalah salah satu tokoh yang turut “Meratakan jalan sebaik-baiknya” untuk  pengakuan kemerdekaan Indonesia.Pasca kemerdekaan 17 Agustus 1945, tidak terjun langsung dalam dunia politik, namun lebih memilih dunia pendidikan. Abdul Kahar Mudzakir mempelopori lahirnya Sekolah Tinggi Islam -bersama-sama dengan Moh.Hatta, Moh Natsir, Moh.Roem dan KH Wachid Hasyim- yang berdiri pada 8 Juli 1945 di Jakarta."
Ruhana Kuddus ,No Sk 120/TK/ Tahun 2019,7 November 2019,2019,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/184.jpg,1884,"Koto Gadang Agam, Sumatera Barat",16 Desember 1972,Jakarta,"Taman Pemakaman Umum Karet Bivak, Jakarta",Rohana Kuddus adalah  salah satu pahlawan nasional perempuan  yang berasal dari Sumatera Barat.Rohana adalah salah satu tokoh pendidik sekaligus tokoh pers pertama yang memperjuangkan hak-hak perempuan lewat media cetak melalui koran Soenting Melajoe yang terbit tahun 1912.Ia memperjuangkan Pendidikan bagi kaum perempuan di Minangkabau dengan mendirikan sekolah  Kerajinan Amai Setia (KAS) dan “Roehana School”Rohana Kuddus berhasil menyebarkan pengetahuannya seperti yang selama ini diimpikannya lewat surat kabar.
Sultan Himayatuddin Muhammad Saidi ,No Sk 120/TK/ Tahun 2019,7 November 2019,2019,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/185.jpg,abad ke-18,Buton,1776,Gunung Siontapina,"Jl. La Buke, Kelurahan Melai, Kecamatan Murhum Kota Ba","Sultan Himayatuddin Muhammad Saidi adalah sultan Buton yang dua kali naik tahta sebagai sultan ke-20 (1750-1752) dan menjadi sultan Buton ke-23 yang memerintah kembali tahun 1760-1763.Demi kebebasan bagi Buton, Sultan Himayatuddin meneruskan perjuangannya dengan taktik gerilya. Bersama pengikutnyaDalam perjalanan gerilya, Sultan Himayatuddin bertemu pada petinggi Kesultanan Buton dan menyusun strategi perlawanan. Dia membangun pertahanan di Katapi bersama 40 pengikutnya.  Dari Katapi, Himayatuddin pindah ke Wakaisua dan membangun benteng di sana. Menghadapi pasukan Belanda, dia pindah lagi ke kawasan belantara Lakasuba.  Dari sini Himayatuddin merumuskan pola pertahanan baru yang dikenal dengan Perang Rakyat SemestaSejak tahun 1755, tidak lama setelah perang Buton, Sultan Himayatuddin tinggal menetap di Siontapina sampai akhir hayatnya di tahun 1776."
Arnold Mononutu ,No Sk 117/TK/Tahun 2020,6 November 2020,2020,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/190.jpg,4 Desember 1896,Manado,5 September 1983,Jakarta,TMPN Utama Kalibata,"Arnoldus Isaac Zacharias Mononutu telah terlibat secara aktif dalam dunia pergerakan nasional sejak ia mengenal cita-cita perjuangan kaum pergerakan, terutama yang disuarakan oleh Perhimpunan Indonsia. Keterlibatannya dalam dunia pergerakan terus dilakukannya sampai  Indonesia merdekaSebagai seorang yang ada dalam dunia pergerakan, Arnoldus Isaac  Zacharias  Mononutu  bersikap  konsekuen  terhadap perjuangannya.  Meskipun  oleh  pemerintah  kolonial  orang tuanya ditekan untuk tidak mengirimkan biaya hidup, ia tidak menghentikan perjuangannya.Arnoldus Isaac Zacharias Mononutu  menjadikan Indonesia merdeka sebagai cita-cita perjuangannya. a menggunakan posisinya sebagai anggota Parlemen Indonesia Timur untuk mendukung  berdiri dan berdaulatnya negara Republik Indonesia"
Jend.Pol (Purn) R.S.Soekanto ,No Sk 117/TK/Tahun 2020,6 November 2020,2020,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/187.jpg,"7 Juni 1908",Bogor,"24 Agustus 1993",Jakarta,Tanah Kusir Jakarta Selatan,"Raden Said Soekanto Tjokrodiatmocljo adalah model polisi yang memimpin kepolisian sejak awal berdirinya Negara RI hingga menjelang masuk ke sistem pemerintahan demokrasi terpimpin, karya agungnya adalah meletakkan dasar-dasar kepolisian nasional yang kokoh selama masa kepemimpinannya. Raden Said Soekanto Tjokrodiatmocljo adalah seorang pemimpin yang   mempunyai   pandangan  yang  jauh   ke  depan.   Sejak pengangkatannya sebagai Kepala Kepolisian Negara senantiasa berusaha membangun korps kepolisian yang bersifat  nasional sebagai bagian dari susunan ketatanegaraan Indonesia. Raden Said Soekanto Tjokrodiatmodjo telah menjalankan tugas  sebagai  Kepala  Kepolisian Negara yang  dapat  menjaga Kamtibmas, dan menegakkan  hukum serta merupakan  pejuang kemerdekaan  yang  menggerakkan  seluruh  anggota  Kepolisian Negara untuk berperang melawan penjajah yang akan kembali menguasai Indonesia dengan menegaskan bahwa anggota Polisi adalah   kombatan   yang ikut berperang melawan   penjajah. Pemikiran dan tindakan Raden Said Soekanto Tjokrodiatmodjo dalam  meletakkan  fundamen  struktur,  watak, falsafah  sebagai bangunan  ""kepolisian  nasional"" yang  dibutuhkan  bagi  sebuah Negara  merdeka dan berdaulat  di tengah  ancaman  terhadap integritas  Republik Indonesia  di  masa   revolusi, perang  dan pergolakan  internal  dalam  negeri  merupakan  remember history. Kehadirannya telah membawa warna dan pengaruh yang harus diingat dan dicatat sebagai bagian dari perjalanan sejarah bangsa Indonesia.Beliau ditetapkan sebagai Bapak Kepolisian Negara RI pada tanggal 14 Februari 2001 oleh Presiden Abdurrahman Wahid."
Machmud Singgirei Rumagesan ,No Sk 117/TK/Tahun 2020,6 November 2020,2020,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/191.jpg,27 Desember 1885,Sekar Kokas,"5 Juli 1964",Jakarta,"Sekar Kokas, Fak-Fak Papua Barat","Macmud Singgirei Rumagesan mempunyai kontribusi besar bagi bangsa Indonesia dalam melawan penjajahan Belanda khususnya perjuangannya untuk mengembalikan Papua Barat ke pangkuan Ibu Pertiwi. Awal perjuangannya dimulai ketika diangkat sebagai raja di Kerajaan Sekar. Sebagai raja Macmud Singgirei Rumagesan sangat memperhatikan kesejahteraan rakyatnya. Keberpihakannya kepada rakyat ditunjukkan pada saat Maskapai Colijn milik Belanda yang mengelola tambang di wilayah Kokas. Keberpihakan kepada rakyat ini membuatnya dianggap menentang pemerintah Belanda yang berkonsekwensi hukuman penjara selama 15 tahun.Keluar dari Penjara pada masa Jepang, kembali Macmud Singgirei  Rumagesan   menghadapi   ancaman  Jepang   yang   sering berlaku kejam. Macmud Singgirei Rumagesan menyediakan lahan perkebunan untuk tentara Jepang yang dimaksudkan agar kepentingan rakyat dapat semaksimal mungkin dilindungi.Setelah Proklamasi 17 Agustus 1945, Macmud Singgirei Rumagesan    menunjukkan    keberpihakannya    kepada    Republik Indonesia. Keberpihakannya tersebut ditunjukkan  dengan memerintahkan penurunan bendera Belanda dari Kokas yang menyebabkan Macmud Singgirei Rumagesan ditangkap dan dipenjarakan di Sorong oleh Belanda.Di Sorong, Macmud Singgirei Rumagesan justru merencanakan perlawanan bersenjata kepada Belanda sehingga kembali ditangkap dan dipenjara pertama di Sorong dan kemudian dipindahkan ke Manokwari. Di Manokwari, Macmud Singgirei Rumagesan dijatuhi hukuman mati tetapi kemudian diubah menjadi hukuman seumur hidup dan dipindah ke Makasar. Macmud Singgirei Rumagesan dapat bebas setelah Konferensi Meja Bundar 1949 yang menyepakati berdirinya Republik  ndonesia Serikat (RIS).Perjuangan Macmud Singgirei Rumagesan belum berakhir karena Papua Barat belum menjadi bagian dari RI. Macmud Singgirei Rumagesan konsisten memperjuangkan masuknya Papua Barat sebagai bagian dari RI hingga akhir hayatnya pada 5 Juli 1964."
